age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
52.0,Private,147876,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,15024,0,60.0,United-States,>50K
40.0,State-gov,345969,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
57.0,Private,175942,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
,Self-emp-inc,175761,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,,>50K
54.0,Private,206369,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50.0,United-States,>50K
42.0,Private,285066,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,>50K
48.0,Private,126754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40.0,United-States,>50K
65.0,State-gov,209280,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,6514,0,35.0,United-States,>50K
71.0,Self-emp-inc,133821,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20.0,United-States,>50K
35.0,Private,119272,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55.0,,>50K
41.0,Private,421871,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40.0,United-States,>50K
44.0,Private,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50.0,Italy,>50K
44.0,Private,110355,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
50.0,Self-emp-inc,160151,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,60.0,United-States,>50K
46.0,Private,99835,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,,>50K
44.0,Private,43711,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40.0,United-States,>50K
47.0,Private,170846,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,Italy,>50K
64.0,?,168340,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,,?,>50K
43.0,Private,176270,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60.0,United-States,>50K
37.0,Private,188540,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,1902,45.0,United-States,>50K
37.0,Private,171150,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50.0,United-States,>50K
44.0,Private,145160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
53.0,State-gov,281590,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40.0,United-States,>50K
51.0,Private,415287,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40.0,United-States,>50K
56.0,Private,187487,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,,United-States,>50K
43.0,Private,201723,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40.0,United-States,>50K
38.0,Private,156728,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
41.0,Private,233955,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45.0,China,>50K
35.0,Private,30381,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
38.0,Private,86551,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,48.0,United-States,>50K
40.0,Local-gov,218995,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,42.0,United-States,>50K
55.0,Private,199067,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
49.0,Private,186078,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50.0,United-States,>50K
64.0,Self-emp-not-inc,134960,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,35.0,United-States,>50K
45.0,Private,182655,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,45.0,?,>50K
30.0,Private,117963,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
53.0,Self-emp-not-inc,196328,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45.0,United-States,>50K
42.0,Private,251795,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50.0,United-States,>50K
46.0,Private,133938,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,27828,0,50.0,United-States,>50K
49.0,Private,159816,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,20.0,United-States,>50K
,Private,167350,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,,United-States,>50K
50.0,Private,171338,Some-college,10,Married-civ-spouse,,Husband,White,Male,99999,0,50.0,United-States,>50K
51.0,Private,120173,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,,United-States,>50K
49.0,Private,169818,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40.0,United-States,>50K
43.0,Private,193882,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40.0,United-States,>50K
38.0,Private,31033,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40.0,United-States,>50K
39.0,Private,238415,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,>50K
42.0,Local-gov,339671,Bachelors,13,Married-spouse-absent,,Not-in-family,White,Female,8614,0,45.0,,>50K
35.0,Local-gov,103260,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35.0,,>50K
39.0,Private,79331,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15024,0,40.0,United-States,>50K
33.0,Private,155343,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40.0,United-States,>50K
50.0,Federal-gov,159670,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,,>50K
38.0,Self-emp-inc,112847,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,United-States,>50K
35.0,Private,183898,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50.0,United-States,>50K
51.0,Private,163921,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56.0,United-States,>50K
,Private,188330,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
43.0,State-gov,206139,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,,United-States,>50K
51.0,Private,158948,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84.0,United-States,>50K
51.0,Private,221532,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40.0,United-States,>50K
22.0,Self-emp-not-inc,202920,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,99999,0,40.0,Dominican-Republic,>50K
32.0,Self-emp-inc,244665,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,45.0,United-States,>50K
47.0,Local-gov,171095,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35.0,United-States,>50K
61.0,Local-gov,95450,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50.0,United-States,>50K
38.0,Local-gov,72338,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,54.0,United-States,>50K
32.0,Self-emp-not-inc,298332,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,>50K
31.0,Private,157887,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,,>50K
63.0,Private,174018,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40.0,,>50K
44.0,Private,144778,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,,United-States,>50K
42.0,Private,102606,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
44.0,Self-emp-not-inc,246862,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,,Italy,>50K
,Self-emp-not-inc,184425,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99.0,,>50K
34.0,Private,192002,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,>50K
42.0,Local-gov,445382,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45.0,United-States,>50K
39.0,Private,179271,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
44.0,Private,161819,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
42.0,Local-gov,121718,Masters,14,Married-civ-spouse,,Husband,White,Male,0,1902,60.0,United-States,>50K
38.0,Private,119741,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,,United-States,>50K
44.0,Private,32000,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18.0,United-States,>50K
30.0,Private,230224,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55.0,United-States,>50K
25.0,Private,211231,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,48.0,United-States,>50K
50.0,State-gov,159219,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,Canada,>50K
,Private,243190,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,,United-States,>50K
,Private,329980,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60.0,,>50K
,Private,102606,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
32.0,Private,190511,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
51.0,Local-gov,159755,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,>50K
50.0,Private,147629,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45.0,,>50K
49.0,Private,268022,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
45.0,Self-emp-not-inc,133969,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50.0,South,>50K
26.0,Private,122999,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,40.0,United-States,>50K
40.0,Private,121956,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40.0,Cambodia,>50K
48.0,Self-emp-not-inc,104790,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50.0,,>50K
49.0,Federal-gov,168232,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
36.0,Private,24106,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40.0,United-States,>50K
60.0,Self-emp-inc,197553,Some-college,10,Married-civ-spouse,,Husband,White,Male,7688,0,50.0,United-States,>50K
54.0,Self-emp-inc,138852,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,,>50K
47.0,Private,363418,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,70.0,United-States,>50K
30.0,Private,204704,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45.0,United-States,>50K
49.0,Private,128132,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
37.0,Private,379522,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,>50K
72.0,Private,74141,9th,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,48.0,United-States,>50K
39.0,Private,505119,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,,>50K
47.0,Private,194772,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,,United-States,>50K
32.0,Private,211699,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40.0,United-States,>50K
63.0,Self-emp-not-inc,167501,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,10.0,United-States,>50K
36.0,Private,83893,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
,Self-emp-not-inc,208406,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,>50K
,Private,303954,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,42.0,United-States,>50K
53.0,Private,302868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,,>50K
37.0,State-gov,367237,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,40.0,United-States,>50K
42.0,Local-gov,111252,Masters,14,Married-civ-spouse,,Husband,White,Male,0,1977,40.0,United-States,>50K
46.0,Private,29696,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
37.0,Private,86150,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,30.0,United-States,>50K
51.0,Local-gov,133050,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40.0,United-States,>50K
36.0,Local-gov,126569,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
34.0,Private,157747,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
37.0,Private,49115,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,,>50K
51.0,Self-emp-inc,208302,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,38.0,United-States,>50K
31.0,Federal-gov,207301,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
37.0,Private,123211,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,44.0,United-States,>50K
42.0,Private,33521,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
51.0,Private,175339,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47.0,,>50K
49.0,Private,168211,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40.0,United-States,>50K
52.0,Private,266529,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,>50K
47.0,State-gov,224149,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,>50K
43.0,Self-emp-inc,172826,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,55.0,United-States,>50K
42.0,Private,213821,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40.0,United-States,>50K
66.0,Private,146454,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5556,0,40.0,United-States,>50K
30.0,Private,203277,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60.0,United-States,>50K
,Private,26522,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,35.0,United-States,>50K
44.0,Local-gov,145178,HS-grad,9,Married-civ-spouse,,Wife,Black,Female,0,0,38.0,Jamaica,>50K
,Private,105444,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
44.0,Private,146659,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,35.0,United-States,>50K
33.0,Self-emp-inc,201763,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,,United-States,>50K
57.0,Self-emp-inc,119253,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,65.0,,>50K
47.0,Self-emp-not-inc,121124,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,,Italy,>50K
41.0,Private,220132,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40.0,United-States,>50K
47.0,?,331650,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,8.0,United-States,>50K
45.0,Private,242391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
27.0,Private,359155,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,>50K
37.0,Private,201531,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
54.0,Self-emp-not-inc,179704,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
36.0,Private,393673,Assoc-acdm,12,Married-civ-spouse,,Wife,White,Female,0,0,50.0,United-States,>50K
34.0,Private,244147,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40.0,?,>50K
41.0,Self-emp-not-inc,438696,Masters,14,Divorced,Sales,Unmarried,White,Male,0,0,5.0,United-States,>50K
63.0,Self-emp-inc,54052,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,68.0,United-States,>50K
50.0,Private,156877,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70.0,United-States,>50K
49.0,Private,214169,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
50.0,Private,137253,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
47.0,Private,211668,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40.0,United-States,>50K
45.0,Private,358886,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
60.0,?,131852,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,30.0,United-States,>50K
33.0,Private,127215,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48.0,United-States,>50K
45.0,Private,142287,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
32.0,Local-gov,222900,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,>50K
42.0,Private,99254,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40.0,United-States,>50K
59.0,Self-emp-not-inc,174056,Bachelors,13,Married-civ-spouse,,Husband,White,Male,15024,0,40.0,United-States,>50K
35.0,Private,178322,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,Germany,>50K
60.0,Private,207665,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40.0,United-States,>50K
37.0,State-gov,160402,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55.0,United-States,>50K
38.0,Federal-gov,338320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50.0,United-States,>50K
51.0,Private,204322,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,>50K
45.0,Private,241350,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,,United-States,>50K
51.0,Private,128143,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
,Federal-gov,239539,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40.0,Philippines,>50K
44.0,Private,175935,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55.0,United-States,>50K
63.0,Self-emp-inc,215833,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
,Private,241431,Masters,14,Married-civ-spouse,,Husband,White,Male,7298,0,40.0,United-States,>50K
43.0,Private,159549,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,50.0,United-States,>50K
31.0,Private,219509,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,,>50K
41.0,Private,116379,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55.0,Taiwan,>50K
46.0,Local-gov,216214,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,35.0,United-States,>50K
52.0,Private,284129,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
45.0,Private,246891,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40.0,United-States,>50K
30.0,Private,190385,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40.0,United-States,>50K
53.0,Private,149784,Bachelors,13,Married-civ-spouse,,Husband,White,Male,7688,0,40.0,United-States,>50K
,Private,27444,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,>50K
26.0,Private,62438,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,40.0,United-States,>50K
62.0,State-gov,33142,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,60.0,United-States,>50K
65.0,Self-emp-inc,139272,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60.0,United-States,>50K
45.0,Local-gov,238386,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
63.0,Federal-gov,97855,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,,>50K
39.0,Private,77146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50.0,United-States,>50K
53.0,Federal-gov,173093,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,1887,40.0,Philippines,>50K
23.0,Self-emp-not-inc,282604,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,60.0,United-States,>50K
51.0,Private,191659,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,65.0,United-States,>50K
36.0,Private,116358,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40.0,Taiwan,>50K
44.0,Private,198282,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,,United-States,>50K
29.0,Private,214858,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
,Self-emp-not-inc,134768,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
31.0,Private,220066,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50.0,United-States,>50K
37.0,Private,82521,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40.0,United-States,>50K
47.0,Private,481987,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,>50K
26.0,Private,256000,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60.0,United-States,>50K
36.0,Private,183892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,44.0,United-States,>50K
34.0,Self-emp-inc,215382,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40.0,United-States,>50K
54.0,Private,181132,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,England,>50K
56.0,Self-emp-inc,211804,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50.0,United-States,>50K
33.0,Self-emp-not-inc,312055,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
30.0,Self-emp-inc,78530,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65.0,Canada,>50K
53.0,Private,156843,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,54.0,United-States,>50K
,Private,346963,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
48.0,Private,36503,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
,Private,326232,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,2547,50.0,United-States,>50K
39.0,Local-gov,153976,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
66.0,?,177351,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,2174,40.0,,>50K
34.0,Private,160449,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44.0,United-States,>50K
55.0,Self-emp-inc,124137,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,35.0,Greece,>50K
60.0,Private,240521,HS-grad,9,Married-civ-spouse,,Husband,White,Male,7298,0,40.0,United-States,>50K
61.0,Self-emp-not-inc,244087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52.0,United-States,>50K
42.0,State-gov,293791,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
38.0,Private,31069,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,,United-States,>50K
64.0,Private,319371,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40.0,United-States,>50K
39.0,Private,127772,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3103,0,44.0,United-States,>50K
39.0,Self-emp-not-inc,237532,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,54.0,Dominican-Republic,>50K
50.0,Federal-gov,20179,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,,>50K
30.0,Private,432565,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,40.0,Canada,>50K
,Self-emp-inc,329980,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,60.0,United-States,>50K
44.0,Self-emp-inc,153132,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,52.0,,>50K
40.0,Private,185145,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
50.0,Private,88842,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40.0,United-States,>50K
,Private,158438,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,>50K
57.0,Private,206206,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
57.0,Self-emp-not-inc,73309,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55.0,United-States,>50K
34.0,Self-emp-not-inc,345705,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45.0,United-States,>50K
31.0,Private,133770,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,50.0,United-States,>50K
47.0,Private,277545,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40.0,?,>50K
29.0,Private,490332,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45.0,United-States,>50K
,Private,106728,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,60.0,United-States,>50K
